sep=;
from;to;distance;time
Cosmed Bosch en Duin OK;EQZ - Xpert Clinic Oogzorg Zeist;3.954454;5.317316666666667
Cosmed Bosch en Duin OK;EQZW - Xpert Clinic Hand Zwolle;86.671769;60.15883333333333
Cosmed Bosch en Duin OK;Esser Clinics;47.86003;36.3179
Cosmed Bosch en Duin OK;Flex Clinics;17.415425;20.81338333333333
Cosmed Bosch en Duin OK;Haaglanden Clinics;75.800495;57.04291666666666
Cosmed Bosch en Duin OK;Kazem;49.963806;53.920966666666665
Cosmed Bosch en Duin OK;KNO de Jong;20.089869;24.6702
Cosmed Bosch en Duin OK;Medcentric MWCZ;148.690652;111.50646666666668
Cosmed Bosch en Duin OK;Medtronic;93.698271;68.0832
Cosmed Bosch en Duin OK;Orthoparc Rozendaal;59.697244;46.521566666666665
Cosmed Bosch en Duin OK;Pro-Motion;68.323046;55.71136666666666
Cosmed Bosch en Duin OK;Retina eye care;11.482701;14.707016666666668
Cosmed Bosch en Duin Poli;De Meern;19.369051;20.43638333333333
Cosmed Bosch en Duin Poli;Andros Clinics Rijswijk;71.87349800000001;51.98718333333333
Cosmed Bosch en Duin Poli;Annadal kliniek;182.310514;133.80461666666667
Cosmed Bosch en Duin Poli;Annadal kliniek Poli;182.310514;133.80461666666667
Cosmed Bosch en Duin Poli;Annatommie Amstelveen;44.669102;39.88055
Cosmed Bosch en Duin Poli;Annatommie Utrecht;16.443586;16.893250000000002
Cosmed Bosch en Duin Poli;Arthrex;16.948925;15.404050000000002
Cosmed Bosch en Duin Poli;Cosmed Bosch en Duin OK;0.0;0.0
Cosmed Bosch en Duin Poli;Denticien;72.106129;53.36091666666667
Cosmed Bosch en Duin Poli;Dermaclinic Utrecht;10.461439;10.223966666666666
Cosmed Bosch en Duin Poli;Doctors at soap;11.320684;12.045
Cosmed Bosch en Duin Poli;EQA - Velthuis Kliniek Amsterdam;40.842369;36.38355
Cosmed Bosch en Duin Poli;EQA - Xpert Clinic Hand Amsterdam;40.842369;36.38355
Cosmed Bosch en Duin Poli;EQA - Xpert Clinic Proctologie Amsterdam;40.842369;36.38355
Cosmed Bosch en Duin Poli;EQA - Xpert Orthopedie Amsterdam;40.842369;36.38355
Cosmed Bosch en Duin Poli;EQEI - Velthuis Kliniek Eindhoven;96.10385;68.15696666666666
Cosmed Bosch en Duin Poli;EQEI - Xpert Clinic Hand Eindhoven;96.10385;68.15696666666666
Cosmed Bosch en Duin Poli;EQEI - Xpert Clinic Proctologie Eindhoven;96.10385;68.15696666666666
Cosmed Bosch en Duin Poli;EQEI - Xpert Orthopedie Eindhoven;96.10385;68.15696666666666
Cosmed Bosch en Duin Poli;EQEI - Xpert Orthopedie Schijndel;72.22129799999999;54.22456666666667
Cosmed Bosch en Duin Poli;EQEN - Velthuis Kliniek Enschede;125.311845;90.22336666666666
Cosmed Bosch en Duin Poli;EQEN - Xpert Clinic Hand Enschede;125.311845;90.22336666666666
Cosmed Bosch en Duin Poli;EQEN - Xpert Clinic Proctologie Enschede;125.311845;90.22336666666666
Cosmed Bosch en Duin Poli;EQR - Velthuis Kliniek Rotterdam;66.060028;48.8794
Cosmed Bosch en Duin Poli;EQR - Xpert Clinic Hand Rotterdam;66.060028;48.8794
Cosmed Bosch en Duin Poli;EQR - Xpert Clinic Proctologie Rotterdam;66.060028;48.8794
Cosmed Bosch en Duin Poli;EQR - Xpert Orthopedie Rotterdam;66.060028;48.8794
Cosmed Bosch en Duin Poli;EQRZD - Hand pols Rozendaal;59.697244;46.521566666666665
Cosmed Bosch en Duin Poli;EQRZD - Orthopedie Rozendaal;59.697244;46.521566666666665
Cosmed Bosch en Duin Poli;Equip Amsterdam;40.842369;36.38355
Cosmed Bosch en Duin Poli;Equipe Enschede;40.842369;36.38355
Cosmed Bosch en Duin Poli;EQV - Velthuis Kliniek Velp;59.697244;46.521566666666665
Cosmed Bosch en Duin Poli;EQV - Xpert Clinic Hand Velp;60.511795;47.305733333333336
Cosmed Bosch en Duin Poli;EQV - Xpert Clinic Proctologie Velp;59.697244;46.521566666666665
Cosmed Bosch en Duin Poli;EQZ - Xpert Clinic Oogzorg Zeist;3.954454;5.317316666666667
Cosmed Bosch en Duin Poli;EQZW - Xpert Clinic Hand Zwolle;86.671769;60.15883333333333
Cosmed Bosch en Duin Poli;Esser Clinics;47.86003;36.3179
Cosmed Bosch en Duin Poli;Flex Clinics;17.415425;20.81338333333333
Cosmed Bosch en Duin Poli;Haaglanden Clinics;75.800495;57.04291666666666
Cosmed Bosch en Duin Poli;Kazem;49.963806;53.920966666666665
Cosmed Bosch en Duin Poli;KNO de Jong;20.089869;24.6702
Cosmed Bosch en Duin Poli;Medcentric MWCZ;148.690652;111.50646666666668
Cosmed Bosch en Duin Poli;Medtronic;93.698271;68.0832
Cosmed Bosch en Duin Poli;Orthoparc Rozendaal;59.697244;46.521566666666665
Cosmed Bosch en Duin Poli;Pro-Motion;68.323046;55.71136666666666
Cosmed Bosch en Duin Poli;Retina eye care;11.482701;14.707016666666668
Denticien;De Meern;53.807805;37.535516666666666
Denticien;Andros Clinics Rijswijk;1.222475;1.61265
Denticien;Annadal kliniek;213.353146;157.51116666666667
Denticien;Annadal kliniek Poli;213.353146;157.51116666666667
Denticien;Annatommie Amstelveen;51.224118;39.66766666666667
Denticien;Annatommie Utrecht;56.444012;40.5993
Denticien;Arthrex;57.849812;40.56208333333333
Denticien;Cosmed Bosch en Duin OK;73.467657;51.8623
Denticien;Cosmed Bosch en Duin Poli;73.467657;51.8623
Denticien;Dermaclinic Utrecht;61.114552;47.775416666666665
Denticien;Doctors at soap;60.859475;47.52675
Denticien;EQA - Velthuis Kliniek Amsterdam;58.915583;41.78243333333333
Denticien;EQA - Xpert Clinic Hand Amsterdam;58.915583;41.78243333333333
Denticien;EQA - Xpert Clinic Proctologie Amsterdam;58.915583;41.78243333333333
Denticien;EQA - Xpert Orthopedie Amsterdam;58.915583;41.78243333333333
Denticien;EQEI - Velthuis Kliniek Eindhoven;122.642906;96.05308333333332
Denticien;EQEI - Xpert Clinic Hand Eindhoven;122.642906;96.05308333333332
Denticien;EQEI - Xpert Clinic Proctologie Eindhoven;122.642906;96.05308333333332
Denticien;EQEI - Xpert Orthopedie Eindhoven;122.642906;96.05308333333332
Denticien;EQEI - Xpert Orthopedie Schijndel;109.537316;82.88193333333334
Denticien;EQEN - Velthuis Kliniek Enschede;192.614612;134.59768333333332
Denticien;EQEN - Xpert Clinic Hand Enschede;192.614612;134.59768333333332
Denticien;EQEN - Xpert Clinic Proctologie Enschede;192.614612;134.59768333333332
Denticien;EQR - Velthuis Kliniek Rotterdam;23.468945;21.758516666666665
Denticien;EQR - Xpert Clinic Hand Rotterdam;23.468945;21.758516666666665
Denticien;EQR - Xpert Clinic Proctologie Rotterdam;23.468945;21.758516666666665
Denticien;EQR - Xpert Orthopedie Rotterdam;23.468945;21.758516666666665
Denticien;EQRZD - Hand pols Rozendaal;119.283306;82.00501666666668
Denticien;EQRZD - Orthopedie Rozendaal;119.283306;82.00501666666668
Denticien;Equip Amsterdam;58.915583;41.78243333333333
Denticien;Equipe Enschede;58.915583;41.78243333333333
Denticien;EQV - Velthuis Kliniek Velp;119.283306;82.00501666666668
Denticien;EQV - Xpert Clinic Hand Velp;120.097857;82.78918333333333
Denticien;EQV - Xpert Clinic Proctologie Velp;119.283306;82.00501666666668
Denticien;EQZ - Xpert Clinic Oogzorg Zeist;72.72530400000001;49.993633333333335
Denticien;EQZW - Xpert Clinic Hand Zwolle;153.974536;104.53315
Denticien;Esser Clinics;26.601288;19.46715
Denticien;Flex Clinics;57.78121;44.08638333333333
Denticien;Haaglanden Clinics;6.233877000000001;8.306333333333333
Denticien;Kazem;41.012027;29.98711666666667
Denticien;KNO de Jong;54.365748;40.86411666666667
Denticien;Medcentric MWCZ;101.673405;81.8663
Denticien;Medtronic;124.26094;98.10321666666668
Denticien;Orthoparc Rozendaal;119.283306;82.00501666666668
Denticien;Pro-Motion;34.934818;29.868033333333337
Denticien;Retina eye care;70.39596;49.9553
Dermaclinic Utrecht;De Meern;8.743233;12.215733333333333
Dermaclinic Utrecht;Andros Clinics Rijswijk;61.003772;47.21508333333334
Dermaclinic Utrecht;Annadal kliniek;174.69893299999998;129.66975
Dermaclinic Utrecht;Annadal kliniek Poli;174.69893299999998;129.66975
Dermaclinic Utrecht;Annatommie Amstelveen;36.621143;33.20373333333333
Dermaclinic Utrecht;Annatommie Utrecht;5.817768;8.6726
Dermaclinic Utrecht;Arthrex;6.812589;9.538183333333334
Dermaclinic Utrecht;Cosmed Bosch en Duin OK;10.414768;10.146833333333332
Dermaclinic Utrecht;Cosmed Bosch en Duin Poli;10.414768;10.146833333333332
Dermaclinic Utrecht;Denticien;61.236403;48.588816666666666
Dermaclinic Utrecht;Doctors at soap;1.4139670000000002;3.011983333333333
Dermaclinic Utrecht;EQA - Velthuis Kliniek Amsterdam;32.794409;29.70673333333333
Dermaclinic Utrecht;EQA - Xpert Clinic Hand Amsterdam;32.794409;29.70673333333333
Dermaclinic Utrecht;EQA - Xpert Clinic Proctologie Amsterdam;32.794409;29.70673333333333
Dermaclinic Utrecht;EQA - Xpert Orthopedie Amsterdam;32.794409;29.70673333333333
Dermaclinic Utrecht;EQEI - Velthuis Kliniek Eindhoven;88.49227;64.0221
Dermaclinic Utrecht;EQEI - Xpert Clinic Hand Eindhoven;88.49227;64.0221
Dermaclinic Utrecht;EQEI - Xpert Clinic Proctologie Eindhoven;88.49227;64.0221
Dermaclinic Utrecht;EQEI - Xpert Orthopedie Eindhoven;88.49227;64.0221
Dermaclinic Utrecht;EQEI - Xpert Orthopedie Schijndel;64.609717;50.0897
Dermaclinic Utrecht;EQEN - Velthuis Kliniek Enschede;131.406297;94.15663333333332
Dermaclinic Utrecht;EQEN - Xpert Clinic Hand Enschede;131.406297;94.15663333333332
Dermaclinic Utrecht;EQEN - Xpert Clinic Proctologie Enschede;131.406297;94.15663333333332
Dermaclinic Utrecht;EQR - Velthuis Kliniek Rotterdam;55.190302;44.1073
Dermaclinic Utrecht;EQR - Xpert Clinic Hand Rotterdam;55.190302;44.1073
Dermaclinic Utrecht;EQR - Xpert Clinic Proctologie Rotterdam;55.190302;44.1073
Dermaclinic Utrecht;EQR - Xpert Orthopedie Rotterdam;55.190302;44.1073
Dermaclinic Utrecht;EQRZD - Hand pols Rozendaal;62.987179;47.55478333333333
Dermaclinic Utrecht;EQRZD - Orthopedie Rozendaal;62.987179;47.55478333333333
Dermaclinic Utrecht;Equip Amsterdam;32.794409;29.70673333333333
Dermaclinic Utrecht;Equipe Enschede;32.794409;29.70673333333333
Dermaclinic Utrecht;EQV - Velthuis Kliniek Velp;62.987179;47.55478333333333
Dermaclinic Utrecht;EQV - Xpert Clinic Hand Velp;63.801730000000006;48.33895
Dermaclinic Utrecht;EQV - Xpert Clinic Proctologie Velp;62.987179;47.55478333333333
Dermaclinic Utrecht;EQZ - Xpert Clinic Oogzorg Zeist;9.856108;9.77435
Dermaclinic Utrecht;EQZW - Xpert Clinic Hand Zwolle;92.766221;64.0921
Dermaclinic Utrecht;Esser Clinics;36.990304;31.5458
Dermaclinic Utrecht;Flex Clinics;7.508707;11.780366666666668
Dermaclinic Utrecht;Haaglanden Clinics;64.930769;52.27081666666666
Dermaclinic Utrecht;Kazem;41.915847;47.24415
Dermaclinic Utrecht;KNO de Jong;10.183151;15.637183333333333
Dermaclinic Utrecht;Medcentric MWCZ;139.13450899999998;105.74418333333332
Dermaclinic Utrecht;Medtronic;86.08669;63.94833333333334
Dermaclinic Utrecht;Orthoparc Rozendaal;62.987179;47.55478333333333
Dermaclinic Utrecht;Pro-Motion;59.054534;53.86466666666667
Dermaclinic Utrecht;Retina eye care;14.099833;15.505066666666666
Doctors at soap;De Meern;8.581131;12.265916666666667
Doctors at soap;Andros Clinics Rijswijk;60.841671000000005;47.26526666666667
Doctors at soap;Annadal kliniek;174.827622;131.44653333333335
Doctors at soap;Annadal kliniek Poli;174.827622;131.44653333333335
Doctors at soap;Annatommie Amstelveen;36.721829;33.7352
Doctors at soap;Annatommie Utrecht;5.655666;8.722783333333332
Doctors at soap;Arthrex;6.728934000000001;9.690683333333334
Doctors at soap;Cosmed Bosch en Duin OK;11.144304;11.710166666666668
Doctors at soap;Cosmed Bosch en Duin Poli;11.144304;11.710166666666668
Doctors at soap;Denticien;61.074301;48.639
Doctors at soap;Dermaclinic Utrecht;0.729537;1.5633333333333332
Doctors at soap;EQA - Velthuis Kliniek Amsterdam;32.895095999999995;30.2382
Doctors at soap;EQA - Xpert Clinic Hand Amsterdam;32.895095999999995;30.2382
Doctors at soap;EQA - Xpert Clinic Proctologie Amsterdam;32.895095999999995;30.2382
Doctors at soap;EQA - Xpert Orthopedie Amsterdam;32.895095999999995;30.2382
Doctors at soap;EQEI - Velthuis Kliniek Eindhoven;88.620958;65.79888333333334
Doctors at soap;EQEI - Xpert Clinic Hand Eindhoven;88.620958;65.79888333333334
Doctors at soap;EQEI - Xpert Clinic Proctologie Eindhoven;88.620958;65.79888333333334
Doctors at soap;EQEI - Xpert Orthopedie Eindhoven;88.620958;65.79888333333334
Doctors at soap;EQEI - Xpert Orthopedie Schijndel;64.738405;51.866483333333335
Doctors at soap;EQEN - Velthuis Kliniek Enschede;132.135834;95.71996666666668
Doctors at soap;EQEN - Xpert Clinic Hand Enschede;132.135834;95.71996666666668
Doctors at soap;EQEN - Xpert Clinic Proctologie Enschede;132.135834;95.71996666666668
Doctors at soap;EQR - Velthuis Kliniek Rotterdam;55.028201;44.15748333333333
Doctors at soap;EQR - Xpert Clinic Hand Rotterdam;55.028201;44.15748333333333
Doctors at soap;EQR - Xpert Clinic Proctologie Rotterdam;55.028201;44.15748333333333
Doctors at soap;EQR - Xpert Orthopedie Rotterdam;55.028201;44.15748333333333
Doctors at soap;EQRZD - Hand pols Rozendaal;63.71671499999999;49.118116666666666
Doctors at soap;EQRZD - Orthopedie Rozendaal;63.71671499999999;49.118116666666666
Doctors at soap;Equip Amsterdam;32.895095999999995;30.2382
Doctors at soap;Equipe Enschede;32.895095999999995;30.2382
Doctors at soap;EQV - Velthuis Kliniek Velp;63.71671499999999;49.118116666666666
Doctors at soap;EQV - Xpert Clinic Hand Velp;64.531267;49.90228333333334
Doctors at soap;EQV - Xpert Clinic Proctologie Velp;63.71671499999999;49.118116666666666
Doctors at soap;EQZ - Xpert Clinic Oogzorg Zeist;10.585645;11.337683333333333
Doctors at soap;EQZW - Xpert Clinic Hand Zwolle;93.495758;65.65543333333333
Doctors at soap;Esser Clinics;36.828203;31.595983333333333
Doctors at soap;Flex Clinics;7.609394;12.311833333333334
Doctors at soap;Haaglanden Clinics;64.76866799999999;52.321000000000005
Doctors at soap;Kazem;42.016533;47.77561666666666
Doctors at soap;KNO de Jong;10.283838;16.16865
Doctors at soap;Medcentric MWCZ;138.972408;105.79436666666668
Doctors at soap;Medtronic;86.215379;65.72511666666666
Doctors at soap;Orthoparc Rozendaal;63.71671499999999;49.118116666666666
Doctors at soap;Pro-Motion;59.183223;55.64145
Doctors at soap;Retina eye care;14.829369;17.0684
EQA - Velthuis Kliniek Amsterdam;De Meern;29.680318;23.86211666666667
EQA - Velthuis Kliniek Amsterdam;Andros Clinics Rijswijk;59.444897;40.50675
EQA - Velthuis Kliniek Amsterdam;Annadal kliniek;199.63417;143.87406666666666
EQA - Velthuis Kliniek Amsterdam;Annadal kliniek Poli;199.63417;143.87406666666666
EQA - Velthuis Kliniek Amsterdam;Annatommie Amstelveen;8.200833000000001;7.935216666666666
EQA - Velthuis Kliniek Amsterdam;Annatommie Utrecht;30.475979;22.27081666666667
EQA - Velthuis Kliniek Amsterdam;Arthrex;31.191589;23.38586666666667
EQA - Velthuis Kliniek Amsterdam;Cosmed Bosch en Duin OK;42.178917;33.776466666666664
EQA - Velthuis Kliniek Amsterdam;Cosmed Bosch en Duin Poli;42.178917;33.776466666666664
EQA - Velthuis Kliniek Amsterdam;Denticien;59.559791;41.80436666666667
EQA - Velthuis Kliniek Amsterdam;Dermaclinic Utrecht;32.500063;29.549950000000003
EQA - Velthuis Kliniek Amsterdam;Doctors at soap;32.019287;28.51973333333333
EQA - Velthuis Kliniek Amsterdam;EQA - Xpert Clinic Hand Amsterdam;0.0;0.0
EQA - Velthuis Kliniek Amsterdam;EQA - Xpert Clinic Proctologie Amsterdam;0.0;0.0
EQA - Velthuis Kliniek Amsterdam;EQA - Xpert Orthopedie Amsterdam;0.0;0.0
EQA - Velthuis Kliniek Amsterdam;EQEI - Velthuis Kliniek Eindhoven;113.427507;78.22641666666667
EQA - Velthuis Kliniek Amsterdam;EQEI - Xpert Clinic Hand Eindhoven;113.427507;78.22641666666667
EQA - Velthuis Kliniek Amsterdam;EQEI - Xpert Clinic Proctologie Eindhoven;113.427507;78.22641666666667
EQA - Velthuis Kliniek Amsterdam;EQEI - Xpert Orthopedie Eindhoven;113.427507;78.22641666666667
EQA - Velthuis Kliniek Amsterdam;EQEI - Xpert Orthopedie Schijndel;89.544954;64.29401666666666
EQA - Velthuis Kliniek Amsterdam;EQEN - Velthuis Kliniek Enschede;148.40142;104.91908333333336
EQA - Velthuis Kliniek Amsterdam;EQEN - Xpert Clinic Hand Enschede;148.40142;104.91908333333336
EQA - Velthuis Kliniek Amsterdam;EQEN - Xpert Clinic Proctologie Enschede;148.40142;104.91908333333336
EQA - Velthuis Kliniek Amsterdam;EQR - Velthuis Kliniek Rotterdam;66.79907399999999;51.9779
EQA - Velthuis Kliniek Amsterdam;EQR - Xpert Clinic Hand Rotterdam;66.79907399999999;51.9779
EQA - Velthuis Kliniek Amsterdam;EQR - Xpert Clinic Proctologie Rotterdam;66.79907399999999;51.9779
EQA - Velthuis Kliniek Amsterdam;EQR - Xpert Orthopedie Rotterdam;66.79907399999999;51.9779
EQA - Velthuis Kliniek Amsterdam;EQRZD - Hand pols Rozendaal;92.090248;68.28685
EQA - Velthuis Kliniek Amsterdam;EQRZD - Orthopedie Rozendaal;92.090248;68.28685
EQA - Velthuis Kliniek Amsterdam;Equip Amsterdam;0.0;0.0
EQA - Velthuis Kliniek Amsterdam;Equipe Enschede;0.0;0.0
EQA - Velthuis Kliniek Amsterdam;EQV - Velthuis Kliniek Velp;92.090248;68.28685
EQA - Velthuis Kliniek Amsterdam;EQV - Xpert Clinic Hand Velp;92.904799;69.07101666666668
EQA - Velthuis Kliniek Amsterdam;EQV - Xpert Clinic Proctologie Velp;92.090248;68.28685
EQA - Velthuis Kliniek Amsterdam;EQZ - Xpert Clinic Oogzorg Zeist;44.667567000000005;31.94431666666667
EQA - Velthuis Kliniek Amsterdam;EQZW - Xpert Clinic Hand Zwolle;100.17672;73.42286666666668
EQA - Velthuis Kliniek Amsterdam;Esser Clinics;48.599076;39.4164
EQA - Velthuis Kliniek Amsterdam;Flex Clinics;25.485187000000003;18.203433333333333
EQA - Velthuis Kliniek Amsterdam;Haaglanden Clinics;60.576982;45.32775
EQA - Velthuis Kliniek Amsterdam;Kazem;19.330109;16.225533333333335
EQA - Velthuis Kliniek Amsterdam;KNO de Jong;25.83364;19.723650000000003
EQA - Velthuis Kliniek Amsterdam;Medcentric MWCZ;150.743281;113.61478333333334
EQA - Velthuis Kliniek Amsterdam;Medtronic;111.021927;78.15265
EQA - Velthuis Kliniek Amsterdam;Orthoparc Rozendaal;92.090248;68.28685
EQA - Velthuis Kliniek Amsterdam;Pro-Motion;77.91780499999999;59.09955
EQA - Velthuis Kliniek Amsterdam;Retina eye care;46.512793;33.84621666666666
EQA - Xpert Clinic Hand Amsterdam;De Meern;29.680318;23.86211666666667
EQA - Xpert Clinic Hand Amsterdam;Andros Clinics Rijswijk;59.444897;40.50675
EQA - Xpert Clinic Hand Amsterdam;Annadal kliniek;199.63417;143.87406666666666
EQA - Xpert Clinic Hand Amsterdam;Annadal kliniek Poli;199.63417;143.87406666666666
EQA - Xpert Clinic Hand Amsterdam;Annatommie Amstelveen;8.200833000000001;7.935216666666666
EQA - Xpert Clinic Hand Amsterdam;Annatommie Utrecht;30.475979;22.27081666666667
EQA - Xpert Clinic Hand Amsterdam;Arthrex;31.191589;23.38586666666667
EQA - Xpert Clinic Hand Amsterdam;Cosmed Bosch en Duin OK;42.178917;33.776466666666664
EQA - Xpert Clinic Hand Amsterdam;Cosmed Bosch en Duin Poli;42.178917;33.776466666666664
EQA - Xpert Clinic Hand Amsterdam;Denticien;59.559791;41.80436666666667
EQA - Xpert Clinic Hand Amsterdam;Dermaclinic Utrecht;32.500063;29.549950000000003
EQA - Xpert Clinic Hand Amsterdam;Doctors at soap;32.019287;28.51973333333333
EQA - Xpert Clinic Hand Amsterdam;EQA - Velthuis Kliniek Amsterdam;0.0;0.0
EQA - Xpert Clinic Hand Amsterdam;EQA - Xpert Clinic Proctologie Amsterdam;0.0;0.0
EQA - Xpert Clinic Hand Amsterdam;EQA - Xpert Orthopedie Amsterdam;0.0;0.0
EQA - Xpert Clinic Hand Amsterdam;EQEI - Velthuis Kliniek Eindhoven;113.427507;78.22641666666667
EQA - Xpert Clinic Hand Amsterdam;EQEI - Xpert Clinic Hand Eindhoven;113.427507;78.22641666666667
EQA - Xpert Clinic Hand Amsterdam;EQEI - Xpert Clinic Proctologie Eindhoven;113.427507;78.22641666666667
EQA - Xpert Clinic Hand Amsterdam;EQEI - Xpert Orthopedie Eindhoven;113.427507;78.22641666666667
EQA - Xpert Clinic Hand Amsterdam;EQEI - Xpert Orthopedie Schijndel;89.544954;64.29401666666666
EQA - Xpert Clinic Hand Amsterdam;EQEN - Velthuis Kliniek Enschede;148.40142;104.91908333333336
EQA - Xpert Clinic Hand Amsterdam;EQEN - Xpert Clinic Hand Enschede;148.40142;104.91908333333336
EQA - Xpert Clinic Hand Amsterdam;EQEN - Xpert Clinic Proctologie Enschede;148.40142;104.91908333333336
EQA - Xpert Clinic Hand Amsterdam;EQR - Velthuis Kliniek Rotterdam;66.79907399999999;51.9779
EQA - Xpert Clinic Hand Amsterdam;EQR - Xpert Clinic Hand Rotterdam;66.79907399999999;51.9779
EQA - Xpert Clinic Hand Amsterdam;EQR - Xpert Clinic Proctologie Rotterdam;66.79907399999999;51.9779
EQA - Xpert Clinic Hand Amsterdam;EQR - Xpert Orthopedie Rotterdam;66.79907399999999;51.9779
EQA - Xpert Clinic Hand Amsterdam;EQRZD - Hand pols Rozendaal;92.090248;68.28685
EQA - Xpert Clinic Hand Amsterdam;EQRZD - Orthopedie Rozendaal;92.090248;68.28685
EQA - Xpert Clinic Hand Amsterdam;Equip Amsterdam;0.0;0.0
EQA - Xpert Clinic Hand Amsterdam;Equipe Enschede;0.0;0.0
EQA - Xpert Clinic Hand Amsterdam;EQV - Velthuis Kliniek Velp;92.090248;68.28685
EQA - Xpert Clinic Hand Amsterdam;EQV - Xpert Clinic Hand Velp;92.904799;69.07101666666668
EQA - Xpert Clinic Hand Amsterdam;EQV - Xpert Clinic Proctologie Velp;92.090248;68.28685
EQA - Xpert Clinic Hand Amsterdam;EQZ - Xpert Clinic Oogzorg Zeist;44.667567000000005;31.94431666666667
EQA - Xpert Clinic Hand Amsterdam;EQZW - Xpert Clinic Hand Zwolle;100.17672;73.42286666666668
EQA - Xpert Clinic Hand Amsterdam;Esser Clinics;48.599076;39.4164
EQA - Xpert Clinic Hand Amsterdam;Flex Clinics;25.485187000000003;18.203433333333333
EQA - Xpert Clinic Hand Amsterdam;Haaglanden Clinics;60.576982;45.32775
EQA - Xpert Clinic Hand Amsterdam;Kazem;19.330109;16.225533333333335
EQA - Xpert Clinic Hand Amsterdam;KNO de Jong;25.83364;19.723650000000003
EQA - Xpert Clinic Hand Amsterdam;Medcentric MWCZ;150.743281;113.61478333333334
EQA - Xpert Clinic Hand Amsterdam;Medtronic;111.021927;78.15265
EQA - Xpert Clinic Hand Amsterdam;Orthoparc Rozendaal;92.090248;68.28685
EQA - Xpert Clinic Hand Amsterdam;Pro-Motion;77.91780499999999;59.09955
EQA - Xpert Clinic Hand Amsterdam;Retina eye care;46.512793;33.84621666666666
EQA - Xpert Clinic Proctologie Amsterdam;De Meern;29.680318;23.86211666666667
EQA - Xpert Clinic Proctologie Amsterdam;Andros Clinics Rijswijk;59.444897;40.50675
EQA - Xpert Clinic Proctologie Amsterdam;Annadal kliniek;199.63417;143.87406666666666
EQA - Xpert Clinic Proctologie Amsterdam;Annadal kliniek Poli;199.63417;143.87406666666666
EQA - Xpert Clinic Proctologie Amsterdam;Annatommie Amstelveen;8.200833000000001;7.935216666666666
EQA - Xpert Clinic Proctologie Amsterdam;Annatommie Utrecht;30.475979;22.27081666666667
EQA - Xpert Clinic Proctologie Amsterdam;Arthrex;31.191589;23.38586666666667
EQA - Xpert Clinic Proctologie Amsterdam;Cosmed Bosch en Duin OK;42.178917;33.776466666666664
EQA - Xpert Clinic Proctologie Amsterdam;Cosmed Bosch en Duin Poli;42.178917;33.776466666666664
EQA - Xpert Clinic Proctologie Amsterdam;Denticien;59.559791;41.80436666666667
EQA - Xpert Clinic Proctologie Amsterdam;Dermaclinic Utrecht;32.500063;29.549950000000003
EQA - Xpert Clinic Proctologie Amsterdam;Doctors at soap;32.019287;28.51973333333333
EQA - Xpert Clinic Proctologie Amsterdam;EQA - Velthuis Kliniek Amsterdam;0.0;0.0
EQA - Xpert Clinic Proctologie Amsterdam;EQA - Xpert Clinic Hand Amsterdam;0.0;0.0
EQA - Xpert Clinic Proctologie Amsterdam;EQA - Xpert Orthopedie Amsterdam;0.0;0.0
EQA - Xpert Clinic Proctologie Amsterdam;EQEI - Velthuis Kliniek Eindhoven;113.427507;78.22641666666667
EQA - Xpert Clinic Proctologie Amsterdam;EQEI - Xpert Clinic Hand Eindhoven;113.427507;78.22641666666667
EQA - Xpert Clinic Proctologie Amsterdam;EQEI - Xpert Clinic Proctologie Eindhoven;113.427507;78.22641666666667
EQA - Xpert Clinic Proctologie Amsterdam;EQEI - Xpert Orthopedie Eindhoven;113.427507;78.22641666666667
EQA - Xpert Clinic Proctologie Amsterdam;EQEI - Xpert Orthopedie Schijndel;89.544954;64.29401666666666
EQA - Xpert Clinic Proctologie Amsterdam;EQEN - Velthuis Kliniek Enschede;148.40142;104.91908333333336
EQA - Xpert Clinic Proctologie Amsterdam;EQEN - Xpert Clinic Hand Enschede;148.40142;104.91908333333336
EQA - Xpert Clinic Proctologie Amsterdam;EQEN - Xpert Clinic Proctologie Enschede;148.40142;104.91908333333336
EQA - Xpert Clinic Proctologie Amsterdam;EQR - Velthuis Kliniek Rotterdam;66.79907399999999;51.9779
EQA - Xpert Clinic Proctologie Amsterdam;EQR - Xpert Clinic Hand Rotterdam;66.79907399999999;51.9779
EQA - Xpert Clinic Proctologie Amsterdam;EQR - Xpert Clinic Proctologie Rotterdam;66.79907399999999;51.9779
EQA - Xpert Clinic Proctologie Amsterdam;EQR - Xpert Orthopedie Rotterdam;66.79907399999999;51.9779
EQA - Xpert Clinic Proctologie Amsterdam;EQRZD - Hand pols Rozendaal;92.090248;68.28685
EQA - Xpert Clinic Proctologie Amsterdam;EQRZD - Orthopedie Rozendaal;92.090248;68.28685
EQA - Xpert Clinic Proctologie Amsterdam;Equip Amsterdam;0.0;0.0
EQA - Xpert Clinic Proctologie Amsterdam;Equipe Enschede;0.0;0.0
EQA - Xpert Clinic Proctologie Amsterdam;EQV - Velthuis Kliniek Velp;92.090248;68.28685
EQA - Xpert Clinic Proctologie Amsterdam;EQV - Xpert Clinic Hand Velp;92.904799;69.07101666666668
EQA - Xpert Clinic Proctologie Amsterdam;EQV - Xpert Clinic Proctologie Velp;92.090248;68.28685
EQA - Xpert Clinic Proctologie Amsterdam;EQZ - Xpert Clinic Oogzorg Zeist;44.667567000000005;31.94431666666667
